id
0093058
0093773
0093870
0093409
0092890
0094226
0094012
0093177
0092991
0093437
0093779
0093894
0092965
0093010
0093428
0094137
0093389
0094291
0093191
0093105
0093777
0093278
0093756
0093137
0094074
0093822
0094035
0093629
0092718
0092546
0092644
0092494
0092796
0092580
0093300
0093565
0093886
0094332
0093220
0092563
0093260
0092605
0093493
0092997
0093148
0092513
0094336
0093560
0092627
0093936
0093668
0093277
0093978
0093418
0092746
0093029
0095801
0093036
0093507
0093748
0252562
0093692
0092656
0093640
0092548
0091002
0093596
0094357
0092954
0094748
0093223
2525628
0091860
0093494
0094072
0092610
0092720
0094317
0092948
0323869
0095975
0094142
0092857
0093605
0140034
1147527
0092593
0093185
0093693
0093146
0093072
0092925
0093543
0094155
0092752
0094025
0092571
0093737
0093066
0223418
0285590
0093209
0094056
0093771
0094006
0093720
0093488
0098692
0092699
0093075
0093857
0092879
0092972
0093043
0094888
0084549
0093207
0093864
0092843
0093776
0263369
0094082
0093966
0093677
0090683
0093422
0092695
0092603
0093832
0185481
0092860
0093608
0093407
0093780
0093416
0093120
0475620
0093974
""
0095525
0252602
0093818
0092906
0090644
0090956
0092638
0092618
0094057
0094065
0092745
0094369
0093512
0092804
0092501
0093583
0093141
0092585
0285595
0093231
0092978
0402454
0093793
1829694
0094318
0092632
0192175
0685628
0094118
0091859
0092576
0094043
0092962
0095195
0093990
0090302
0090738
0093811
0264530
0093176
0093690
""
0093638
0093854
0090570
""
0093258
0093378
0189070
0092550
0093855
0093091
0093789
0093405
0093306
0094008
0123150
0092797
0384189
0093343
0097594
0090197
0097991
0094021
0094059
0095916
0092730
0288175
0092666
0090624
0093000
0092378
0091012
0093073
0092967
0093481
0251355
0094121
0092802
0091117
0094293
0091769
0124288
0093215
0093304
0184756
0093546
0091847
0251282
0093276
0092626
0125111
0092247
0301307
0093980
0092527
0092506
0093116
0093709
0094298
0092812
0093483
0094047
0093424
0093050
0094033
0093051
0093227
0280356
0125201
0092750
""
1064881
0092417
0140393
""
0089758
6127442
0093969
0093634
0093755
""
0094331
0093415
0124127
0093935
0093828
0093111
0094347
0094375
0094077
0095530
0093044
0093042
0286786
0095707
0092676
0093509
0092700
""
0302596
0092222
0174299
0092814
0091339
0093991
0093535
0093159
0299060
0092992
0093172
0092891
0093477
0092690
0092651
0094872
0093132
0092608
0359715
0094138
0092870
0228456
0093169
0094356
0093898
""
0132204
0093004
0389842
0843539
""
1527056
0084460
""
0417666
0094208
0094895
0093562
0094303
""
0093406
0092588
0093161
0095241
0092549
0155350
0094247
0090652
0128632
0092955
0093393
0093113
0093372
0093850
0093248
0092848
0093470
0093524
0094071
0093420
0095684
0093430
0284286
0092297
0085253
0093093
0092671
1661220
1801068
0093347
0094275
0093999
0271801
0093016
""
0142411
0093996
0092723
0090669
0093862
